                                                                                                 name                                                                                                 | total_pac_donations 
 SAVE SENSATA JOBS                                                                                                                                                                                    |                    
 SAVING FLORIDA'S FUTURE                                                                                                                                                                              |                    
 SAVING MAINE SUPER PAC                                                                                                                                                                               |                    
 SAVITT FOR CONGRESS                                                                                                                                                                                  |                    
 SAWTOOTH POLITICAL ACTION COMMITTEE (SAWTOOTH PAC)                                                                                                                                                   |            19500.00
 SAYSME INC                                                                                                                                                                                           |                    
 S&B PAC                                                                                                                                                                                              |                    
 SCALA FOR CONGRESS                                                                                                                                                                                   |                    
 SCALISE FOR CONGRESS                                                                                                                                                                                 |                    
 SCALISE LEADERSHIP FUND                                                                                                                                                                              |                    
 SCANA CORPORATION FEDERAL PAC                                                                                                                                                                        |                    
 S. C. BANKERS POLITICAL ACTION COMMITTE                                                                                                                                                              |                    
 SC CITIZENS FOR LIFE-P A C                                                                                                                                                                           |                    
 SCDCC: SONOMA CO. DEM. CEN.COM.                                                                                                                                                                      |                    
 SCHABEN FOR SENATE                                                                                                                                                                                   |                    
 SCHACKMAN, KRIS                                                                                                                                                                                      |                    
 SCHAEFFLER GROUP USA INC POLITICAL ACTION COMMITTEE                                                                                                                                                  |                    
 SCHAKOWSKY FOR CONGRESS                                                                                                                                                                              |                    
 SCHARER, RICHARD                                                                                                                                                                                     |                    
 SCHATZ FOR SENATE                                                                                                                                                                                    |                    
 SCHATZ TAKAI VICTORY FUND                                                                                                                                                                            |                    
 SCHEIDER NATIONAL, INC. TRANSPAC                                                                                                                                                                     |                    
 SCHERTZING FOR CONGRESS                                                                                                                                                                              |             1000.00
 SCHIFF FOR CONGRESS                                                                                                                                                                                  |             2000.00
 SCHIFF FOR SENATE                                                                                                                                                                                    |                    
 SCHILLING DOLD NEXT GENERATION COMMITTEE                                                                                                                                                             |                    
 SCHIPSKE FOR CONGRESS                                                                                                                                                                                |                    
 SCHIRLE 4 CONGRESS                                                                                                                                                                                   |                    
 SCHLAFLY, ANDREW L                                                                                                                                                                                   |                    
 SCHLESINGER FOR CONGRESS                                                                                                                                                                             |                    
 SCHLUSSEL, STEVEN M                                                                                                                                                                                  |                    
 SCHMIDT, DAVID                                                                                                                                                                                       |                    
 SCHMIDT FOR CONGRESS COMMITTEE                                                                                                                                                                       |                    
 SCHNEIDER FOR CONGRESS                                                                                                                                                                               |             3400.00
 SCHNEIDER FOR CONGRESS                                                                                                                                                                               |                    
 SCHNITZER INVESTMENT CORP - LIBERTY SHIPPING GROUP PAC                                                                                                                                               |                    
 SCHOCK FOR CONGRESS                                                                                                                                                                                  |             7312.00
 SCHOCK MAJORITY FUND                                                                                                                                                                                 |                    
 SCHOCK VICTORY COMMITTEE                                                                                                                                                                             |              750.00
 SCHONBERG FOR CONGRESS 2012                                                                                                                                                                          |                    
 SCHOOL NUTRITION ASSOCIATION POLITICAL ACTION COMMITTEE                                                                                                                                              |                    
 SCHOOLSFIRST FEDERAL CREDIT UNION EMPLOYEES FEDERAL PAC                                                                                                                                              |                    
 SCHOTTENSTEIN STORES CORPORATION PAC                                                                                                                                                                 |                    
 SCHREINER, JOSEPH                                                                                                                                                                                    |                    
 SCHRINER PRESIDENTIAL ELECTION COMMITTEE                                                                                                                                                             |                    
 SCHROEDER, DANIEL MICHAEL                                                                                                                                                                            |                    
 SCHULER FOR SENATE                                                                                                                                                                                   |                    
 SCHULTE, STAN                                                                                                                                                                                        |                    
 SCHULTZ FOR IOWA                                                                                                                                                                                     |                    
 SCHURING FOR CONGRESS COMMITTEE                                                                                                                                                                      |                    
 SCHWAB FOR US CONGRESS                                                                                                                                                                               |                    
 SCHWARTZ FOR CONGRESS                                                                                                                                                                                |                    
 SCHWEIKERT FOR CONGRESS                                                                                                                                                                              |                    
 SCHWEIKERT VICTORY COMMITTEE                                                                                                                                                                         |                    
 SCIENCE!                                                                                                                                                                                             |                    
 SCIENCE APPLICATIONS INTERNATIONAL CORPORATION VOLUNTARY POLITICAL ACTION COMMITTEE                                                                                                                  |                    
 SCIENTIFIC ADVANCEMENT FOR AMERICA                                                                                                                                                                   |                    
 S. C. JOHNSON & SON, INC POLITICAL ACTION COMMITTEE                                                                                                                                                  |                    
 SCOLAVINO FOR CONGRESS                                                                                                                                                                               |                    
 SCOLLO FOR CONGRESS                                                                                                                                                                                  |                    
 SCOOTER STORE, INC. POLITICAL ACTION COMMITTEE; THE                                                                                                                                                  |                    
 SCOPE - SIKH COMMUNITY ORGANIZED FOR POLITICAL EDUCATION                                                                                                                                             |                    
 S CORPORATION ASSOCIATION PAC (S-CORP PAC)                                                                                                                                                           |                    
 SCOT JOHN TOMASZEWSKI FOR CONGRESS                                                                                                                                                                   |                    
 SCOTT ALAN FOR CONGRESS                                                                                                                                                                              |                    
 SCOTT ASHJIAN FOR SENATE                                                                                                                                                                             |                    
 SCOTT BARNHART FOR US SENATE                                                                                                                                                                         |                    
 SCOTT BEASON FOR CONGRESS                                                                                                                                                                            |                    
 SCOTT BRADLEY FOR SENATE                                                                                                                                                                             |                    
 SCOTT BRION FOR CONGRESS                                                                                                                                                                             |                    
 SCOTT BROWN VICTORY COMMITTEE                                                                                                                                                                        |                    
 SCOTT BURTON FOR CONGRESS                                                                                                                                                                            |                    
 SCOTT CAPITO ROUNDS VICTORY FUND                                                                                                                                                                     |                    
 SCOTT COTTON DAINES VICTORY FUND (SCDVF)                                                                                                                                                             |                    
 SCOTT ELLINGTON FOR CONGRESS                                                                                                                                                                         |                    
 SCOTT FOR CONGRESS                                                                                                                                                                                   |                    
 SCOTT FOR CONGRESS                                                                                                                                                                                   |                    
 SCOTT GARRETT FOR CONGRESS                                                                                                                                                                           |             7850.00
 SCOTT GARRETT VICTORY COMMITTEE                                                                                                                                                                      |                    
 SCOTT HEYDENFELDT FOR CONGRESS                                                                                                                                                                       |                    
 SCOTTIE MAYFIELD FOR CONGRESS                                                                                                                                                                        |                    
 SCOTT JANKE FOR U S CONGRESS                                                                                                                                                                         |                    
 SCOTT, J B                                                                                                                                                                                           |                    
 SCOTT KELLER FOR CONGRESS                                                                                                                                                                            |                    
 SCOTT LARSON FOR CONGRESS                                                                                                                                                                            |                    
 SCOTT MURPHY FOR CONGRESS                                                                                                                                                                            |                    
 SCOTT PETERS FOR CONGRESS                                                                                                                                                                            |            14800.00
 SCOTT RIGELL FOR CONGRESS                                                                                                                                                                            |                    
 SCOTT ROBERTS GARDNER ERNST VICTORY FUND (SRGE VICTORY FUND)                                                                                                                                         |                    
 SCOTTSDALE WOMENS ACTION TEAM                                                                                                                                                                        |                    
 SCOTTSDALE WOMEN'S ACTION TEAM (SWAT)                                                                                                                                                                |                    
 SCOTT SMITH FOR PRESIDENT 2016                                                                                                                                                                       |                    
 SCOTT TAYLOR FOR CONGRESS                                                                                                                                                                            |                    
 SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMENT                                                                                                                                                        |                    
 SC PEANUT GROWERS ASSOC PAC                                                                                                                                                                          |                    
 SCUDIEVY, VICTOR                                                                                                                                                                                     |                    
 SEABOARD CORPORATION POLITICAL ACTION COMMITTEE                                                                                                                                                      |                    
 SEA CHANGE LEADERSHIP PAC                                                                                                                                                                            |                    
 SEAFARERS ENTERTAINMENT AND ALLIED TRADES PAC AKA SEATU PAC                                                                                                                                          |                    
 SEAFARERS POLITICAL ACTIVITY DONATION - SEAFARERS INTERNATIONAL UNION OF NA-AGLIWD/NMU                                                                                                               |                    
 SEAFLOOR MAPPERS FOR MAPPING A BETTER TOMORROW TOMORROW                                                                                                                                              |                    
 SEAGRASS PAC                                                                                                                                                                                         |                    
 SEALASKA CORPORATION                                                                                                                                                                                 |                    
 SEALASKA CORPORATION                                                                                                                                                                                 |                    
 SEALASKA CORPORATION PAC                                                                                                                                                                             |                    
 SEAL PAC SUPPORTING ELECTING AMERICAN LEADERS PAC                                                                                                                                                    |                    
 SEAN ELDRIDGE FOR CONGRESS                                                                                                                                                                           |             1200.00
 SEAN ELDRIDGE VICTORY FUND                                                                                                                                                                           |                    
 SEAN PATRICK MALONEY FOR CONGRESS                                                                                                                                                                    |                    
 SEAN ROBERTS FOR CONGRESS                                                                                                                                                                            |                    
 SEAN SEIBERT FOR CONGRESS                                                                                                                                                                            |                    
 SEAN SHEA FOR CONGRESS                                                                                                                                                                               |                    
 SEARCHLIGHT LAKE TAHOE VICTORY FUND                                                                                                                                                                  |                    
 SEARCHLIGHT LEADERSHIP FUND                                                                                                                                                                          |            37500.00
 SEARS HOLDINGS CORPORATION PAC                                                                                                                                                                       |                    
 SEAWORLD PARKS & ENTERTAINMENT INC PAC (SEAWORLD PARKS & ENTERTAINMENT PAC)                                                                                                                          |                    
 SECOND CONGRESSIONAL DISTRICT DEMOCRATIC PARTY                                                                                                                                                       |                    
 SECOND CONGRESSIONAL DISTRICT REPUBLICAN EXEC CMTE                                                                                                                                                   |                    
 SECOND CONGRESSIONAL DISTRICT REPUBLICAN PARTY OF MINNESOTA                                                                                                                                          |                    
 SECOND DISTRICT OF IOWA DEMOCRATIC CENTRAL COMMITTEE                                                                                                                                                 |                    
 SECOND DISTRICT PAC                                                                                                                                                                                  |                    
 SECOND DISTRICT REPUBLICAN COMMITTEE OF VIRGINIA                                                                                                                                                     |                    
 SECOND SERVICE VETERANS PAC                                                                                                                                                                          |                    
 SECRETIVE POLITICS                                                                                                                                                                                   |                    
 SECURA INSURANCE A MUTUAL COMPANY PAC (SECURA INS PAC)                                                                                                                                               |                    
 SECUREAMERICANOW.ORG                                                                                                                                                                                 |                    
 SECURE AMERICA'S BORDERS                                                                                                                                                                             |                    
 SECURE AMERICA'S MAJORITY PAC                                                                                                                                                                        |                    
 SECURE ENERGY FOR AMERICA ASSOCIATION PAC (SEAPAC)                                                                                                                                                   |                    
 SECURE ENERGY FOR AMERICA POLITICAL ACTION COMMITTEE (SEA PAC)                                                                                                                                       |                    
 SECURE OUR SENATE 2014                                                                                                                                                                               |                    
 SECURE OUR SENATE: GEORGIA & IOWA                                                                                                                                                                    |                    
 SECURE PAC                                                                                                                                                                                           |                    
 SECURE THE MAJORITY FUND                                                                                                                                                                             |                    
 SECURIAN, INC PAC                                                                                                                                                                                    |                    
 SECURING AMERICAS FUTURE PAC (SAFE PAC)                                                                                                                                                              |                    
 SECURING OUR SCHOOLS                                                                                                                                                                                 |                    
 SECURITAS SECURITY SERVICES USA POLITICAL ACTION COMMITTEE (SECURITAS USA PAC)                                                                                                                       |                    
 SECURITIES INDUSTRY AND FINANCIAL MARKETS ASSOCIATION POLITICAL ACTION COMMITTEE                                                                                                                     |                    
 SECURITY BENEFIT GROUP INC FEDERAL POLITICAL ACTION COMMITTEE                                                                                                                                        |                    
 SECURITY FINANCE CORPORATION OF SPARTANBURG AND AFFILIATES POLITICAL ACTION COMMITTEE                                                                                                                |                    
 SECURITY OFFICERS INVESTIGATIONS PAC                                                                                                                                                                 |                    
 SECURITY SERVICE FEDERAL CREDIT UNION PAC                                                                                                                                                            |                    
 SECURITY TRADERS ASSOCIATION POLITICAL ACTION COMMITTEE                                                                                                                                              |                    
 SEDGWICKLAW PAC                                                                                                                                                                                      |                    
 SEE CHANGE - SCIENCE ENERGY & ENVIRONMENT CHANGE PAC                                                                                                                                                 |                    
 SEEGMILLER CONGRESSIONAL CAMPAIGN COMMITTEE                                                                                                                                                          |                    
 SEELEY FOR CONGRESS                                                                                                                                                                                  |                    
 SEGALL FOR CONGRESS                                                                                                                                                                                  |                    
 SEIU 1000                                                                                                                                                                                            |                    
 SEIU CONNECTICUT STATE COUNCIL                                                                                                                                                                       |                    
 SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)                                                                                                                   |                    
 SEIU DISTRICT 1199 PCE                                                                                                                                                                               |                    
 SEIU HEALTHCARE 1199 NW                                                                                                                                                                              |                    
 SEIU HEALTHCARE 775 NW QUALITY CARE COMMITTEE                                                                                                                                                        |                    
 SEIU HEALTHCARE ILLINOIS AND INDIANA                                                                                                                                                                 |                    
 SEIU ILLINOIS COUNCIL                                                                                                                                                                                |                    
 SEIU LOCAL 200 UNITED                                                                                                                                                                                |                    
 SEIU LOCAL 32BJ                                                                                                                                                                                      |                    
 SEIU LOCAL 32BJ                                                                                                                                                                                      |                    
 SEIU LOCAL 503 OPEU                                                                                                                                                                                  |                    
 SEIU LOCAL 615                                                                                                                                                                                       |                    
 SEIU LOCAL 73                                                                                                                                                                                        |                    
 SEIU LOCAL 925                                                                                                                                                                                       |                    
 SEIU MN STATE COUNCIL                                                                                                                                                                                |                    
 SEIU OREGON STATE COUNCIL                                                                                                                                                                            |                    
 SEIU UNITED HEALTH CARE WORKERS WEST                                                                                                                                                                 |                    
 SEIU UNITED HEALTHCARE WORKERS WEST POLITICAL ACTION COMMITTEE                                                                                                                                       |                    
 SEIU WA STATE COUNCIL                                                                                                                                                                                |                    
 SELECTIVE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE (SELECTIVE PAC)                                                                                                                    |                    
 SELECT MEDICAL CORPORATION PAC                                                                                                                                                                       |                    
 SELECT OUR AMERICA                                                                                                                                                                                   |                    
 SELF-INSURANCE INSTITUTE OF AMERICA, INC. PAC (SELF-INSURANCE PAC)                                                                                                                                   |                    
 SELF STORAGE ASSOCIATION POLITICAL ACTION COMMITTEE                                                                                                                                                  |                    
 SELLERS FOR CONGRESS                                                                                                                                                                                 |                    
 SEMI POLITICAL ALLIANCE OF SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL                                                                                                                       |                    
 SEMO DEMOCRATIC RALLY COMMITTEE PAC                                                                                                                                                                  |                    
 SEMPER FI PAC                                                                                                                                                                                        |            48000.00
 SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE- FEDERAL                                                                                                                                          |                    
 SENATE BATTLEGROUND FUND                                                                                                                                                                             |                    
 SENATE CONSERVATIVES ACTION                                                                                                                                                                          |           262109.00
 SENATE CONSERVATIVES FUND                                                                                                                                                                            |                    
 SENATE MAJORITY FUND                                                                                                                                                                                 |                    
 SENATE MAJORITY PAC                                                                                                                                                                                  |          9073750.00
 SENATEPAC                                                                                                                                                                                            |                    
 SENATE VICTORY 2014                                                                                                                                                                                  |                    
 SENATE VICTORY FUND 2014                                                                                                                                                                             |                    
 SENATE VICTORY PAC                                                                                                                                                                                   |                    
 SENATOR JOHN WARNER COMMITTEE, THE                                                                                                                                                                   |                    
 SENATORS FOR COMMON SENSE                                                                                                                                                                            |                    
 SEND A BIG MESSAGE                                                                                                                                                                                   |                    
 SEND HARRY PACKING                                                                                                                                                                                   |                    
 SEND LARA TO CONGRESS                                                                                                                                                                                |                    
 SEND TIM TO CONGRESS                                                                                                                                                                                 |                    
 SENGER FOR CONGRESS                                                                                                                                                                                  |              250.00
 SENG FOR CONGRESS                                                                                                                                                                                    |                    
 SENIOR ADVOCACY PAC                                                                                                                                                                                  |                    
 SENIOR CARE INC FEDERAL PAC                                                                                                                                                                          |                    
 SENIORS FOR BETTER GOVERNMENT                                                                                                                                                                        |                    
 SENIOR VOTES COUNT                                                                                                                                                                                   |                    
 SENSENBRENNER COMMITTEE                                                                                                                                                                              |                    
 SENTILLION INC PAC                                                                                                                                                                                   |                    
 SENTRY INSURANCE A MUTUAL COMPANY FEDERAL POLITICAL ACTION COMMITTEE                                                                                                                                 |                    
 SEP CAMPAIGN COMMITTEE                                                                                                                                                                               |                    
 SEPE FOR SENATE                                                                                                                                                                                      |                    
